"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.obj1","Input.imgl1","Input.imgr1","Input.obj2","Input.imgl2","Input.imgr2","Input.obj3","Input.imgl3","Input.imgr3","Input.obj4","Input.imgl4","Input.imgr4","Input.obj5","Input.imgl5","Input.imgr5","Input.obj6","Input.imgl6","Input.imgr6","Answer.11.11","Answer.12.12","Answer.13.13","Answer.21.21","Answer.22.22","Answer.23.23","Answer.31.31","Answer.32.32","Answer.33.33","Answer.41.41","Answer.42.42","Answer.43.43","Answer.51.51","Answer.52.52","Answer.53.53","Answer.61.61","Answer.62.62","Answer.63.63","Approve","Reject"
"3DWNFENNFJYLMIJPZCIQV4S79HH4JD","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3DIP6YHAPSVHHNISNG2E4KQB8QQ8EP","A3L95FSCN74FIF","Submitted","Fri Sep 22 02:27:54 PDT 2023","Fri Sep 22 02:31:20 PDT 2023","Mon Sep 25 02:31:20 PDT 2023","","","","206","0% (0/0)","0% (0/0)","0% (0/0)","cake","https://291i.s3.amazonaws.com/alpha/000448_cake.png","https://291i.s3.amazonaws.com/omega/000448_cake.png","cushion","https://291i.s3.amazonaws.com/gamma/000056_cushion.png","https://291i.s3.amazonaws.com/omega/000056_cushion.png","cushion","https://291i.s3.amazonaws.com/alpha/000315_cushion.png","https://291i.s3.amazonaws.com/omega/000315_cushion.png","lamp","https://291i.s3.amazonaws.com/alpha/000217_lamp.png","https://291i.s3.amazonaws.com/omega/000217_lamp.png","book","https://291i.s3.amazonaws.com/alpha/000007_book.png","https://291i.s3.amazonaws.com/omega/000007_book.png","book","https://291i.s3.amazonaws.com/omega/000168_book.png","https://291i.s3.amazonaws.com/alpha/000168_book.png","false","false","true","true","false","false","true","false","false","true","false","false","true","false","false","false","true","false"
"3DFYDSXB3C3K3GD4EI9888Q18U5JUF","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3EQHHY4HQ8VWEJVHVDLZS31WJG45G1","A16SIWAPHT7WMY","Submitted","Fri Sep 22 02:33:04 PDT 2023","Fri Sep 22 02:34:58 PDT 2023","Mon Sep 25 02:34:58 PDT 2023","","","","114","0% (0/0)","0% (0/0)","0% (0/0)","lamp","https://291i.s3.amazonaws.com/omega/000273_lamp.png","https://291i.s3.amazonaws.com/alpha/000273_lamp.png","shoes","https://291i.s3.amazonaws.com/alpha/000007_shoes.png","https://291i.s3.amazonaws.com/omega/000007_shoes.png","shoes","https://291i.s3.amazonaws.com/alpha/000280_shoes.png","https://291i.s3.amazonaws.com/omega/000280_shoes.png","bag","https://291i.s3.amazonaws.com/omega/000553_bag.png","https://291i.s3.amazonaws.com/alpha/000553_bag.png","pencil","https://291i.s3.amazonaws.com/gamma/000420_pencil.png","https://291i.s3.amazonaws.com/omega/000420_pencil.png","computer","https://291i.s3.amazonaws.com/alpha/000308_computer.png","https://291i.s3.amazonaws.com/omega/000308_computer.png","false","false","true","true","false","false","true","false","false","false","true","false","true","false","false","true","false","false"
"3J9L0X0VEVP8P8P0N6XW12XVX549W9","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3I7DHKZYG33Q0JZMKTFHAI1KI145F2","AUM7QHFT90J5Q","Submitted","Fri Sep 22 02:27:54 PDT 2023","Fri Sep 22 02:31:43 PDT 2023","Mon Sep 25 02:31:43 PDT 2023","","","","229","0% (0/0)","0% (0/0)","0% (0/0)","bag","https://291i.s3.amazonaws.com/omega/000448_bag.png","https://291i.s3.amazonaws.com/alpha/000448_bag.png","shoes","https://291i.s3.amazonaws.com/alpha/000308_shoes.png","https://291i.s3.amazonaws.com/omega/000308_shoes.png","pencil","https://291i.s3.amazonaws.com/omega/000315_pencil.png","https://291i.s3.amazonaws.com/gamma/000315_pencil.png","book","https://291i.s3.amazonaws.com/omega/000420_book.png","https://291i.s3.amazonaws.com/alpha/000420_book.png","cake","https://291i.s3.amazonaws.com/alpha/000126_cake.png","https://291i.s3.amazonaws.com/omega/000126_cake.png","painting","https://291i.s3.amazonaws.com/alpha/000196_painting.png","https://291i.s3.amazonaws.com/omega/000196_painting.png","false","true","false","true","false","false","false","true","false","false","true","false","false","true","false","true","false","false"
"3OZ4VAIBFDIKGV24J8JD4USKM1EJV4","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3E1QT0TDF5CTXSKEJZS5PZO30JX8IY","A2N1LD0IFPHF4B","Submitted","Fri Sep 22 02:33:04 PDT 2023","Fri Sep 22 02:34:49 PDT 2023","Mon Sep 25 02:34:49 PDT 2023","","","","105","0% (0/0)","0% (0/0)","0% (0/0)","cup","https://291i.s3.amazonaws.com/omega/000749_cup.png","https://291i.s3.amazonaws.com/gamma/000749_cup.png","cup","https://291i.s3.amazonaws.com/alpha/000308_cup.png","https://291i.s3.amazonaws.com/omega/000308_cup.png","cup","https://291i.s3.amazonaws.com/omega/000056_cup.png","https://291i.s3.amazonaws.com/alpha/000056_cup.png","cup","https://291i.s3.amazonaws.com/alpha/000238_cup.png","https://291i.s3.amazonaws.com/omega/000238_cup.png","stool","https://291i.s3.amazonaws.com/alpha/000553_stool.png","https://291i.s3.amazonaws.com/omega/000553_stool.png","apple","https://291i.s3.amazonaws.com/omega/000161_apple.png","https://291i.s3.amazonaws.com/alpha/000161_apple.png","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false"
"3WYZV0QBGZG6219NVV7EUR6SU7CXBZ","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3WSELTNVRJ5XPUT4A9BNZXW71ODATL","A274TVSAYC8Y6U","Submitted","Fri Sep 22 02:38:22 PDT 2023","Fri Sep 22 02:39:51 PDT 2023","Mon Sep 25 02:39:51 PDT 2023","","","","89","0% (0/0)","0% (0/0)","0% (0/0)","computer","https://291i.s3.amazonaws.com/omega/000777_computer.png","https://291i.s3.amazonaws.com/alpha/000777_computer.png","book","https://291i.s3.amazonaws.com/alpha/000476_book.png","https://291i.s3.amazonaws.com/omega/000476_book.png","cat","https://291i.s3.amazonaws.com/omega/000553_cat.png","https://291i.s3.amazonaws.com/gamma/000553_cat.png","cat","https://291i.s3.amazonaws.com/omega/000238_cat.png","https://291i.s3.amazonaws.com/alpha/000238_cat.png","cup","https://291i.s3.amazonaws.com/omega/000182_cup.png","https://291i.s3.amazonaws.com/alpha/000182_cup.png","stool","https://291i.s3.amazonaws.com/alpha/000315_stool.png","https://291i.s3.amazonaws.com/omega/000315_stool.png","false","false","true","true","false","false","false","true","false","false","true","false","false","true","false","true","false","false"
"301KG0KXASOFSY9C7YWHQCFUCBHH2P","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3KYQYYSHYBAFA9R8Y2GQVOYQNJTDO4","A2QZY3LNUJKR04","Submitted","Fri Sep 22 02:38:32 PDT 2023","Fri Sep 22 02:40:03 PDT 2023","Mon Sep 25 02:40:03 PDT 2023","","","","91","0% (0/0)","0% (0/0)","0% (0/0)","vase","https://291i.s3.amazonaws.com/gamma/000462_vase.png","https://291i.s3.amazonaws.com/omega/000462_vase.png","book","https://291i.s3.amazonaws.com/omega/000364_book.png","https://291i.s3.amazonaws.com/alpha/000364_book.png","plate","https://291i.s3.amazonaws.com/alpha/000560_plate.png","https://291i.s3.amazonaws.com/omega/000560_plate.png","apple","https://291i.s3.amazonaws.com/alpha/000812_apple.png","https://291i.s3.amazonaws.com/omega/000812_apple.png","book","https://291i.s3.amazonaws.com/omega/000098_book.png","https://291i.s3.amazonaws.com/alpha/000098_book.png","shoes","https://291i.s3.amazonaws.com/omega/000273_shoes.png","https://291i.s3.amazonaws.com/alpha/000273_shoes.png","true","false","false","false","true","false","true","false","false","true","false","false","false","true","false","false","true","false"
"379OL9DBT8HCEDK027FKMZIB8D49Y8","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3570Y55XZ5MUG7516FQW30ZPEL7YG9","A3HUTD761EMLJH","Submitted","Fri Sep 22 02:38:22 PDT 2023","Fri Sep 22 02:41:50 PDT 2023","Mon Sep 25 02:41:50 PDT 2023","","","","208","0% (0/0)","0% (0/0)","0% (0/0)","painting","https://291i.s3.amazonaws.com/omega/000245_painting.png","https://291i.s3.amazonaws.com/alpha/000245_painting.png","computer","https://291i.s3.amazonaws.com/alpha/000350_computer.png","https://291i.s3.amazonaws.com/omega/000350_computer.png","pencil","https://291i.s3.amazonaws.com/gamma/000308_pencil.png","https://291i.s3.amazonaws.com/omega/000308_pencil.png","stool","https://291i.s3.amazonaws.com/alpha/000784_stool.png","https://291i.s3.amazonaws.com/omega/000784_stool.png","shoes","https://291i.s3.amazonaws.com/omega/000462_shoes.png","https://291i.s3.amazonaws.com/alpha/000462_shoes.png","plate","https://291i.s3.amazonaws.com/alpha/000315_plate.png","https://291i.s3.amazonaws.com/omega/000315_plate.png","false","true","false","false","true","false","false","true","false","false","false","true","false","true","false","false","true","false"
"385MDVINGSIXVK299IO9QWBYTAGJWE","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3KWTYT087G6C0B9I64IF5V64FXQ5L7","A15KWGP3OQ1U5T","Submitted","Fri Sep 22 02:27:55 PDT 2023","Fri Sep 22 02:32:22 PDT 2023","Mon Sep 25 02:32:22 PDT 2023","","","","267","0% (0/0)","0% (0/0)","0% (0/0)","stool","https://291i.s3.amazonaws.com/omega/000427_stool.png","https://291i.s3.amazonaws.com/gamma/000427_stool.png","apple","https://291i.s3.amazonaws.com/omega/000308_apple.png","https://291i.s3.amazonaws.com/alpha/000308_apple.png","apple","https://291i.s3.amazonaws.com/omega/000203_apple.png","https://291i.s3.amazonaws.com/alpha/000203_apple.png","book","https://291i.s3.amazonaws.com/omega/000273_book.png","https://291i.s3.amazonaws.com/alpha/000273_book.png","book","https://291i.s3.amazonaws.com/omega/000455_book.png","https://291i.s3.amazonaws.com/alpha/000455_book.png","stool","https://291i.s3.amazonaws.com/alpha/000133_stool.png","https://291i.s3.amazonaws.com/omega/000133_stool.png","false","true","false","false","true","false","false","false","true","false","true","false","false","true","false","false","false","true"
"33NKDW9FGDLPC61T9V395BCACSCXC6","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","3Y4W8Q93LFNA0T05ZE24QGSYJCQDV6","A3UHDPXC5EWOKC","Submitted","Fri Sep 22 02:44:01 PDT 2023","Fri Sep 22 02:46:29 PDT 2023","Mon Sep 25 02:46:29 PDT 2023","","","","148","0% (0/0)","0% (0/0)","0% (0/0)","stool","https://291i.s3.amazonaws.com/omega/000399_stool.png","https://291i.s3.amazonaws.com/alpha/000399_stool.png","pencil","https://291i.s3.amazonaws.com/alpha/000455_pencil.png","https://291i.s3.amazonaws.com/omega/000455_pencil.png","cushion","https://291i.s3.amazonaws.com/omega/000161_cushion.png","https://291i.s3.amazonaws.com/alpha/000161_cushion.png","pencil","https://291i.s3.amazonaws.com/gamma/000231_pencil.png","https://291i.s3.amazonaws.com/omega/000231_pencil.png","stool","https://291i.s3.amazonaws.com/alpha/000826_stool.png","https://291i.s3.amazonaws.com/omega/000826_stool.png","cake","https://291i.s3.amazonaws.com/alpha/000588_cake.png","https://291i.s3.amazonaws.com/omega/000588_cake.png","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","true","false"
"3S829FDFUI4ZHY779RYKPHUSXSOXD6","3XIJBB7LZKRNHXIN0XYSTXCP1HU8QJ","Image Placement Evaluation","Choose which of the two images proposes a more natural location for the object.","image, placement, natural, location, object","$0.20","Fri Sep 22 02:27:53 PDT 2023","1","BatchId:5134412;OriginalHitTemplateId:928390912;","300","259200","Fri Sep 29 02:27:53 PDT 2023","","","39OWYR0EP0UO2796VVKELFZDD67YFA","A1E9KWE7CCA1KH","Submitted","Fri Sep 22 02:38:22 PDT 2023","Fri Sep 22 02:40:54 PDT 2023","Mon Sep 25 02:40:54 PDT 2023","","","","152","0% (0/0)","0% (0/0)","0% (0/0)","apple","https://291i.s3.amazonaws.com/alpha/000784_apple.png","https://291i.s3.amazonaws.com/omega/000784_apple.png","pencil","https://291i.s3.amazonaws.com/gamma/000301_pencil.png","https://291i.s3.amazonaws.com/omega/000301_pencil.png","stool","https://291i.s3.amazonaws.com/alpha/000245_stool.png","https://291i.s3.amazonaws.com/omega/000245_stool.png","vase","https://291i.s3.amazonaws.com/alpha/000420_vase.png","https://291i.s3.amazonaws.com/omega/000420_vase.png","shoes","https://291i.s3.amazonaws.com/alpha/000161_shoes.png","https://291i.s3.amazonaws.com/omega/000161_shoes.png","cushion","https://291i.s3.amazonaws.com/omega/000455_cushion.png","https://291i.s3.amazonaws.com/alpha/000455_cushion.png","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","true","false"
